7, 209, 809.63, 125.93, 64.61, 53.32, 0.9273372292518616, -1, 1, 42.526139, -90.724056
7, 208, 881.78, 178.06, 73.80, 52.51, 0.9241518974304199, -1, 1, 42.525944, -90.723732
7, 206, 1096.54, 157.91, 87.83, 65.53, 0.8901332020759583, -1, 1, 42.526044, -90.723720
7, 204, 1241.01, 298.96, 188.04, 150.70, 0.8847163319587708, -1, 1, 42.525704, -90.723270
7, 203, 890.28, 233.34, 111.66, 95.16, 0.8585696816444397, -1, 1, 42.525771, -90.723488
7, 202, 531.04, 430.82, 467.88, 200.47, 0.8057026863098145, -1, 1, 42.525524, -90.723206
8, 209, 810.96, 128.01, 65.11, 53.01, 0.9278011322021484, -1, 1, 42.526129, -90.724041
8, 208, 884.41, 179.26, 73.37, 52.42, 0.923386812210083, -1, 1, 42.525941, -90.723726
8, 207, 972.57, 121.40, 75.95, 51.78, 0.9123069643974304, -1, 1, 42.526219, -90.724022
8, 206, 1091.79, 156.83, 85.56, 63.15, 0.8761934041976929, -1, 1, 42.526051, -90.723732
8, 204, 1255.07, 298.30, 176.80, 143.36, 0.8353091478347778, -1, 1, 42.525710, -90.723273
8, 203, 886.30, 235.53, 114.36, 96.67, 0.8352222442626953, -1, 1, 42.525766, -90.723482
8, 202, 592.29, 427.71, 462.88, 199.24, 0.8309547901153564, -1, 1, 42.525531, -90.723202
9, 209, 811.46, 127.19, 67.74, 55.16, 0.9211142063140869, -1, 1, 42.526129, -90.724038
9, 208, 885.50, 178.97, 74.76, 54.30, 0.9076780676841736, -1, 1, 42.525939, -90.723723
9, 207, 967.08, 119.56, 74.98, 52.18, 0.903685986995697, -1, 1, 42.526228, -90.724038
9, 206, 1086.09, 152.75, 84.35, 63.05, 0.8937456011772156, -1, 1, 42.526066, -90.723754
9, 205, 1233.63, 240.95, 97.29, 74.52, 0.8132534623146057, -1, 1, 42.525836, -90.723423
9, 204, 1269.54, 297.19, 164.83, 136.99, 0.7939547300338745, -1, 1, 42.525716, -90.723277
9, 203, 882.29, 237.68, 117.21, 98.37, 0.785191535949707, -1, 1, 42.525760, -90.723476
9, 202, 653.38, 425.19, 454.66, 197.07, 0.6733437776565552, -1, 1, 42.525539, -90.723199
10, 209, 818.01, 129.74, 66.14, 54.33, 0.9383941888809204, -1, 1, 42.526119, -90.724020
10, 208, 886.12, 180.77, 75.26, 55.77, 0.9315682053565979, -1, 1, 42.525932, -90.723712
10, 207, 960.94, 117.99, 74.58, 52.21, 0.9136675000190735, -1, 1, 42.526236, -90.724053
10, 206, 1082.36, 150.97, 81.58, 61.78, 0.902285635471344, -1, 1, 42.526075, -90.723767
10, 205, 1227.85, 238.67, 97.02, 73.04, 0.8784818053245544, -1, 1, 42.525841, -90.723430
10, 204, 1279.95, 293.50, 153.68, 132.35, 0.7583385705947876, -1, 1, 42.525724, -90.723283
10, 203, 877.71, 239.36, 119.19, 100.34, 0.7396803498268127, -1, 1, 42.525755, -90.723471
10, 202, 712.82, 422.59, 445.22, 193.80, 0.7281155586242676, -1, 1, 42.525547, -90.723196
11, 209, 821.31, 130.33, 67.54, 55.30, 0.9450281858444214, -1, 1, 42.526115, -90.724010
11, 208, 887.93, 183.78, 75.47, 55.49, 0.9288631081581116, -1, 1, 42.525924, -90.723700
11, 207, 955.25, 116.15, 73.68, 52.16, 0.9267357587814331, -1, 1, 42.526246, -90.724071
11, 206, 1075.82, 150.12, 81.30, 60.58, 0.8615952730178833, -1, 1, 42.526080, -90.723776
11, 205, 1221.25, 234.00, 96.78, 71.79, 0.8339000344276428, -1, 1, 42.525850, -90.723442
11, 204, 1290.96, 290.29, 144.21, 126.82, 0.812747597694397, -1, 1, 42.525732, -90.723289
11, 203, 872.42, 239.35, 122.59, 104.14, 0.794840395450592, -1, 1, 42.525752, -90.723467
11, 202, 769.90, 418.31, 434.25, 190.09, 0.6917511820793152, -1, 1, 42.525555, -90.723194
12, 209, 820.86, 130.05, 70.41, 57.23, 0.9569264054298401, -1, 1, 42.526111, -90.724005
12, 208, 889.88, 187.38, 76.15, 56.28, 0.9534527659416199, -1, 1, 42.525913, -90.723684
12, 207, 949.52, 114.75, 71.71, 51.68, 0.8917983174324036, -1, 1, 42.526255, -90.724088
12, 206, 1068.23, 147.57, 81.28, 60.14, 0.8283067345619202, -1, 1, 42.526090, -90.723793
12, 205, 1216.62, 231.23, 98.08, 69.74, 0.82750004529953, -1, 1, 42.525857, -90.723452
12, 204, 1295.03, 286.00, 135.07, 122.12, 0.7868119478225708, -1, 1, 42.525740, -90.723298
12, 203, 867.15, 242.52, 124.62, 104.99, 0.7317618727684021, -1, 1, 42.525745, -90.723461
12, 202, 823.25, 415.15, 423.21, 186.79, 0.556284487247467, -1, 1, 42.525563, -90.723192
13, 209, 823.25, 131.58, 71.47, 57.95, 0.9451202750205994, -1, 1, 42.526103, -90.723991
13, 208, 890.68, 188.84, 76.74, 56.20, 0.9425118565559387, -1, 1, 42.525909, -90.723678
13, 207, 943.12, 110.76, 71.97, 52.55, 0.8985546827316284, -1, 1, 42.526277, -90.724122
13, 206, 1061.93, 146.58, 81.33, 58.24, 0.8285475969314575, -1, 1, 42.526097, -90.723805
13, 205, 1209.81, 227.46, 95.76, 68.14, 0.8278331756591797, -1, 1, 42.525865, -90.723464
13, 204, 1301.47, 282.79, 126.27, 117.43, 0.8102221488952637, -1, 1, 42.525748, -90.723305
13, 203, 861.44, 243.41, 128.38, 107.02, 0.7493231892585754, -1, 1, 42.525742, -90.723458
13, 202, 876.14, 411.57, 411.80, 184.66, 0.7146743535995483, -1, 1, 42.525571, -90.723190
14, 209, 825.86, 132.19, 72.21, 58.72, 0.9509268403053284, -1, 1, 42.526099, -90.723982
