1, 10008, 1137, 61, 124, 111, 0.950320601463318, -1, 1.0
1, 10007, 958, 59, 72, 60, 0.9186919331550598, -1, 1.0
1, 10012, 897, 62, 84, 65, 0.9032447934150696, -1, 1.0
1, 10011, 1160, 148, 190, 139, 0.8181346654891968, -1, 1.0
1, 10009, 1440, 250, 262, 175, 0.7993143200874329, -1, 1.0
1, 10010, 1624, 313, 295, 224, 0.7967653274536133, -1, 1.0
2, 10008, 1136, 60, 125, 111, 0.9495201706886292, -1, 1.0
2, 10007, 958, 58, 72, 60, 0.9175987839698792, -1, 1.0
2, 10012, 896, 61, 84, 65, 0.9088120460510254, -1, 1.0
2, 10011, 1160, 148, 190, 139, 0.8215627670288086, -1, 1.0
2, 10009, 1439, 249, 262, 175, 0.805744469165802, -1, 1.0
2, 10010, 1624, 313, 295, 224, 0.7998337745666504, -1, 1.0
3, 10008, 1135, 60, 125, 111, 0.949891209602356, -1, 1.0
3, 10007, 958, 58, 72, 60, 0.9117533564567566, -1, 1.0
3, 10012, 895, 60, 84, 65, 0.9100980162620544, -1, 1.0
3, 10011, 1160, 148, 190, 139, 0.8246973752975464, -1, 1.0
3, 10009, 1438, 250, 262, 175, 0.8201067447662354, -1, 1.0
3, 10010, 1624, 313, 295, 224, 0.8066067099571228, -1, 1.0
4, 10008, 1136, 60, 125, 111, 0.9503055214881896, -1, 1.0
4, 10007, 957, 59, 73, 60, 0.9124364852905272, -1, 1.0
4, 10012, 895, 61, 83, 64, 0.9120684266090392, -1, 1.0
4, 10011, 1160, 148, 190, 140, 0.8331186175346375, -1, 1.0
4, 10009, 1439, 250, 262, 175, 0.8241400718688965, -1, 1.0
4, 10010, 1624, 313, 295, 224, 0.8035244941711426, -1, 1.0
5, 10008, 1135, 60, 125, 111, 0.9492692351341248, -1, 1.0
5, 10007, 957, 59, 73, 60, 0.911512553691864, -1, 1.0
5, 10012, 895, 61, 83, 64, 0.9088664054870604, -1, 1.0
5, 10011, 1161, 148, 189, 139, 0.8241117000579834, -1, 1.0
5, 10009, 1439, 250, 262, 175, 0.8190708160400391, -1, 1.0
5, 10010, 1624, 313, 295, 224, 0.8020609021186829, -1, 1.0
6, 10008, 1135, 60, 125, 111, 0.9491194486618042, -1, 1.0
6, 10007, 957, 59, 73, 61, 0.9162259101867676, -1, 1.0
6, 10012, 895, 61, 83, 64, 0.9094489812850952, -1, 1.0
6, 10011, 1161, 148, 189, 139, 0.8227280378341675, -1, 1.0
6, 10009, 1439, 250, 261, 175, 0.8161301612854004, -1, 1.0
6, 10010, 1624, 313, 295, 224, 0.8007273077964783, -1, 1.0
7, 10008, 1135, 60, 125, 110, 0.9481046199798584, -1, 1.0
7, 10007, 957, 59, 72, 60, 0.914739727973938, -1, 1.0
7, 10012, 895, 60, 84, 65, 0.9107618927955629, -1, 1.0
7, 10011, 1161, 148, 189, 139, 0.8322973847389221, -1, 1.0
7, 10009, 1439, 249, 261, 175, 0.8241040110588074, -1, 1.0
7, 10010, 1624, 313, 295, 224, 0.7941638231277466, -1, 1.0
8, 10008, 1135, 60, 124, 110, 0.9489558339118958, -1, 1.0
8, 10007, 957, 59, 72, 60, 0.9166314601898192, -1, 1.0
