2, 10049, 1549, 1308, 970, 597, 0.6909453272819519, -1, 1.0
3, 10049, 1883, 1299, 676, 597, 0.662455677986145, -1, 1.0
5, 10055, 1807, 791, 697, 488, 0.764440655708313, -1, 1.0
6, 10055, 1692, 801, 759, 479, 0.5719601511955261, -1, 1.0
7, 10055, 1354, 809, 858, 485, 0.8119429349899292, -1, 1.0
8, 10055, 1075, 818, 887, 482, 0.8651507496833801, -1, 1.0
9, 10055, 722, 828, 915, 480, 0.7764542102813721, -1, 1.0
10, 10055, 404, 842, 939, 480, 0.6287824511528015, -1, 1.0
11, 10055, 113, 858, 945, 473, 0.7493364214897156, -1, 1.0
12, 10065, 1292, 779, 905, 527, 0.5279414057731628, -1, 1.0
13, 10065, 0, 861, 354, 457, 0.5176982879638672, -1, 1.0
14, 10067, 0, 994, 247, 288, 0.7313806414604187, -1, 1.0
16, 10069, 1247, 834, 831, 450, 0.8719725608825684, -1, 1.0
17, 10069, 976, 846, 837, 452, 0.858392059803009, -1, 1.0
18, 10069, 607, 850, 878, 464, 0.8713942170143127, -1, 1.0
19, 10069, 267, 866, 876, 456, 0.8201925754547119, -1, 1.0
20, 10069, 0, 882, 775, 444, 0.5869926810264587, -1, 1.0
21, 10069, 0, 900, 577, 429, 0.8307384848594666, -1, 1.0
22, 10069, 0, 923, 357, 397, 0.8509941697120667, -1, 1.0
